NationalitÃ©;Club;championnat ;Nom;Position;Note;VIT;TIR;PAS;DRI;DEF;PHY
Angleterre;Everton;Premier League;#2871 Ashley Young;2871;73;60;64;75;74;72;70
SlovÃ©nie;Toulouse FC;Ligue 1;#2871 Miha Zajc;2871;73;66;75;74;74;64;64
Maroc;RC Lens;Ligue 1;#2871 Anass Zaroury;2871;73;84;66;68;76;27;61
AlgÃ©rie;LOSC Lille;Ligue 1;#2871 Akim Zedadka;2871;73;79;55;65;68;67;65
Maroc;D. AlavÃ©s;La Liga;#3509 Abdelkabir Abqar;3509;72;46;31;49;53;74;67
Angleterre;FC St. Pauli;Bundesliga;#3509 Dapo Afolayan;3509;72;80;69;65;73;48;71
France;Sevilla FC;La Liga;#3509 Lucien AgoumÃ©;3509;72;61;54;69;73;69;70
Allemagne;SV Werder Bremen;Bundesliga;#3509 Felix Agu;3509;72;85;47;60;75;66;62
Espagne;UD Las Palmas;La Liga;#3509 Marvin;3509;72;88;61;68;71;60;71
CÃ´te d'Ivoire;OL;Ligue 1;#3509 Paul Akouokou;3509;72;54;56;68;70;71;63
Belgique;VfB Stuttgart;Bundesliga;#3509 Ameen Al Dakhil;3509;72;70;27;51;62;72;73
Argentine;Celta Vigo;La Liga;#3509 Tadeo Allende;3509;72;80;74;65;69;36;73
France;FC Nantes;Ligue 1;#3509 Kelvin Amian;3509;72;78;48;61;67;70;79
France;AS Saint-Ã‰tienne;Ligue 1;#3509 Dennis Appiah;3509;72;70;39;59;65;72;74
Colombie;Girona FC;La Liga;#3509 YÃ¡ser Asprilla;3509;72;77;68;69;75;50;62
Italie;Cagliari;Serie A;#3509 Tommaso Augello;3509;72;72;55;68;71;67;59
Pays-Bas;LOSC Lille;Ligue 1;#3509 Mitchel Bakker;3509;72;79;59;67;71;71;75
Zambie;Lecce;Serie A;#3509 Lameck Banda;3509;72;88;66;60;77;30;43
Italie;CÃ´me;Serie A;#3509 Federico Barba;3509;72;68;31;60;62;73;74
Allemagne;FC Augsburg;Bundesliga;#3509 Maximilian Bauer;3509;72;54;26;48;52;74;73
Allemagne;Holstein Kiel;Bundesliga;#3509 Timo Becker;3509;72;79;49;60;65;69;77
Allemagne;1. FSV Mainz 05;Bundesliga;#3509 Stefan Bell;3509;72;34;38;52;48;74;71
Pologne;Parma;Serie A;#3509 Adrian Benedyczak;3509;72;88;71;65;69;32;76
Angleterre;Wolves;Premier League;#3509 Daniel Bentley;3509;72;73;67;69;73;46;72
Slovaquie;VfL Bochum 1848;Bundesliga;#3509 MatÃºÅ¡ Bero;3509;72;70;71;69;71;70;81
Pays-Bas;VfL Bochum 1848;Bundesliga;#3509 Myron Boadu;3509;72;81;72;61;74;28;64
NorvÃ¨ge;Manchester City;Premier League;#3509 Oscar Bobb;3509;72;80;62;71;79;33;41
Autriche;CÃ´me;Serie A;#3509 Matthias BraunÃ¶der;3509;72;80;58;71;76;65;62
Pays de Galles;Ipswich Town;Premier League;#3509 Nathan Broadhead;3509;72;79;71;66;73;36;66
Australie;Ipswich Town;Premier League;#3509 Cameron Burgess;3509;72;51;37;56;54;72;80
Pays de Galles;Ipswich Town;Premier League;#3509 Wes Burns;3509;72;91;67;63;73;60;74
Allemagne;Heidenheim;Bundesliga;#3509 Marnon Busch;3509;72;81;53;63;70;66;74
France;RC Lens;Ligue 1;#3509 Jimmy Cabot;3509;72;84;66;67;76;64;58
Nouvelle-ZÃ©lande;Empoli;Serie A;#3509 Liberato Cacace;3509;72;71;60;66;69;68;76
Italie;Parma;Serie A;#3509 Matteo Cancellieri;3509;72;79;69;69;77;38;59
Italie;Venezia;Serie A;#3509 Antonio Candela;3509;72;84;54;64;67;66;75
Argentine;OM;Ligue 1;#3509 ValentÃ­n Carboni;3509;72;61;70;73;73;46;49
Espagne;Sevilla FC;La Liga;#3509 Carmona;3509;72;73;65;68;70;68;66
Portugal;UD Las Palmas;La Liga;#3509 DÃ¡rio Essugo;3509;72;73;56;63;71;71;78
Ã‰quateur;RC Lens;Ligue 1;#3509 Jhoanner ChÃ¡vez;3509;72;85;58;63;70;65;67
Argentine;Parma;Serie A;#3509 Leandro Chichizola;3509;72;70;70;69;72;51;74
Angleterre;Leicester City;Premier League;#3509 Hamza Choudhury;3509;72;64;50;66;67;73;74
Angleterre;Chelsea;Premier League;#3509 Carney Chukwuemeka;3509;72;65;65;68;76;50;63
Canada;OM;Ligue 1;#3509 Derek Cornelius;3509;72;68;45;51;57;68;85
Angleterre;Toulouse FC;Ligue 1;#3509 Charlie Cresswell;3509;72;52;30;50;55;72;74
Espagne;FC Barcelona;La Liga;#3509 Pau CubarsÃ­;3509;72;67;25;58;69;74;63
GÃ©orgie;AS Saint-Ã‰tienne;Ligue 1;#3509 Zuriko Davitashvili;3509;72;84;60;67;73;25;59
Ã‰tats-Unis;Celta Vigo;La Liga;#3509 Luca de la Torre;3509;72;64;61;72;73;62;62
Italie;Bologne;Serie A;#3509 Lorenzo De Silvestri;3509;72;63;67;71;68;71;73
Belgique;Genoa;Serie A;#3509 Koni De Winter;3509;72;67;39;57;66;73;71
France;Strasbourg;Ligue 1;#3509 Thomas Delaine;3509;72;81;50;69;71;66;71
Belgique;SV Werder Bremen;Bundesliga;#3509 Olivier Deman;3509;72;66;63;69;71;66;71
Nigeria;Notting. Forest;Premier League;#3509 Emmanuel Dennis;3509;72;85;71;63;75;41;70
Italie;Parma;Serie A;#3509 Gianluca Di Chiara;3509;72;78;54;70;68;64;77
CÃ´te d'Ivoire;Stade de Reims;Ligue 1;#3509 Oumar DiakitÃ©;3509;72;79;71;57;70;21;69
SÃ©nÃ©gal;Angers SCO;Ligue 1;#3509 Bamba Dieng;3509;72;79;73;60;70;33;60
France;Angers SCO;Ligue 1;#3509 LoÃ¯s Diony;3509;72;66;73;64;70;26;73
Espagne;Valencia CF;La Liga;#3509 Jaume;3509;72;70;72;73;74;58;70
NorvÃ¨ge;Toulouse FC;Ligue 1;#3509 Aron DÃ¸nnum;3509;72;82;62;65;76;52;71
CÃ´te d'Ivoire;Strasbourg;Ligue 1;#3509 GuÃ©la DouÃ©;3509;72;71;40;63;70;72;71
France;Strasbourg;Ligue 1;#3509 IsmaÃ«l DoukourÃ©;3509;72;66;42;60;64;72;71
Pays-Bas;Udinese;Serie A;#3509 Jurgen Ekkelenkamp;3509;72;65;69;71;72;62;79
Croatie;Bologne;Serie A;#3509 Martin ErliÄ‡;3509;72;55;34;46;53;73;71
Italie;Empoli;Serie A;#3509 Sebastiano Esposito;3509;72;73;73;72;74;35;63
Argentine;Parma;Serie A;#3509 Nahuel EstÃ©vez;3509;72;68;70;74;73;67;67
AlgÃ©rie;Angers SCO;Ligue 1;#3509 Zinedine Ferhat;3509;72;76;63;70;72;31;62
Allemagne;VfL Wolfsburg;Bundesliga;#3509 Kilian Fischer;3509;72;85;38;64;68;67;70
CÃ´te d'Ivoire;Chelsea;Premier League;#3509 David Datro Fofana;3509;72;83;70;60;75;25;73
Belgique;OL;Ligue 1;#3509 Malick Fofana;3509;72;87;62;64;79;35;42
CÃ´te d'Ivoire;Angers SCO;Ligue 1;#3509 Yahia Fofana;3509;72;74;69;69;74;41;71
Allemagne;Heidenheim;Bundesliga;#3509 Jonas FÃ¶hrenbach;3509;72;78;39;57;63;69;75
Ã‰cosse;Southampton;Premier League;#3509 Ryan Fraser;3509;72;76;68;69;75;48;59
Cameroun;FC Nantes;Ligue 1;#3509 Ignatius Ganago;3509;72;80;71;61;74;34;65
Suisse;OM;Ligue 1;#3509 Ulisses Garcia;3509;72;79;47;65;68;65;74
Angola;Lecce;Serie A;#3509 Kialonda Gaspar;3509;72;64;30;40;54;72;81
Argentine;Udinese;Serie A;#3509 Lautaro Giannetti;3509;72;65;34;53;55;72;76
GrÃ¨ce;FC Augsburg;Bundesliga;#3509 Dimitris Giannoulis;3509;72;82;42;62;71;67;63
Italie;CÃ´me;Serie A;#3509 Edoardo Goldaniga;3509;72;53;34;50;56;73;76
Portugal;Wolves;Premier League;#3509 Rodrigo Gomes;3509;72;81;67;64;74;52;51
Espagne;Athletic Club;La Liga;#3509 Unai GÃ³mez;3509;72;67;65;67;74;37;62
Espagne;CD LeganÃ©s;La Liga;#3509 Sergio;3509;72;51;40;53;51;74;68
GuinÃ©e;FC St. Pauli;Bundesliga;#3509 Morgan Guilavogui;3509;72;80;70;66;71;32;70
Angleterre;Aston Villa;Premier League;#3509 Kortney Hause;3509;72;52;44;58;57;71;71
Espagne;CD LeganÃ©s;La Liga;#3509 Javi HernÃ¡ndez;3509;72;71;56;67;67;70;72
Pays-Bas;AJ Auxerre;Ligue 1;#3509 Ki-Jana Hoever;3509;72;73;54;68;69;67;71
Allemagne;Union Berlin;Bundesliga;#3509 Benedict Hollerbach;3509;72;84;72;62;74;27;72
Allemagne;VfL Bochum 1848;Bundesliga;#3509 Timo Horn;3509;72;73;74;58;72;47;67
CorÃ©e du Sud;Notting. Forest;Premier League;#3509 Hwang Ui Jo;3509;72;77;73;64;73;42;71
CorÃ©e du Sud;Union Berlin;Bundesliga;#3509 Jeong Woo Yeong;3509;72;78;62;67;78;36;61
Zimbabwe;FC Nantes;Ligue 1;#3509 Tino Kadewere;3509;72;73;72;66;72;38;67
France;Torino;Serie A;#3509 Yann Karamoh;3509;72;77;68;67;74;31;59
Maroc;Havre AC;Ligue 1;#3509 Yassine Kechta;3509;72;58;59;70;74;64;63
Allemagne;CÃ´me;Serie A;#3509 Marc-Oliver Kempf;3509;72;72;41;56;61;72;77
Tunisie;Montpellier;Ligue 1;#3509 Wahbi Khazri;3509;72;63;75;73;75;43;70
OuzbÃ©kistan;RC Lens;Ligue 1;#3509 Abdukodir Khusanov;3509;72;71;39;54;55;71;72
Canada;OM;Ligue 1;#3509 IsmaÃ«l KonÃ©;3509;72;78;63;68;71;64;69
Allemagne;1. FSV Mainz 05;Bundesliga;#3509 Maxim Leitsch;3509;72;76;37;57;58;74;67
Espagne;CD LeganÃ©s;La Liga;#3509 Roberto LÃ³pez;3509;72;55;73;74;74;48;62
Italie;Udinese;Serie A;#3509 Lorenzo Lucca;3509;72;57;73;59;64;32;80
France;AS Monaco;Ligue 1;#3509 Soungoutou Magassa;3509;72;58;48;64;62;71;71
Cameroun;Toulouse FC;Ligue 1;#3509 Frank Magri;3509;72;77;72;59;73;21;63
Maroc;Empoli;Serie A;#3509 Youssef Maleh;3509;72;61;65;73;72;66;64
GrÃ¨ce;Lazio;Serie A;#3509 Christos Mandas;3509;72;75;70;71;78;23;69
Italie;LOSC Lille;Ligue 1;#3509 Vito Mannone;3509;72;70;69;68;71;55;74
France;Stade Brestois 29;Ligue 1;#3509 Jonas Martin;3509;72;44;64;72;67;70;63
Espagne;Genoa;Serie A;#3509 AarÃ³n;3509;72;52;54;72;75;71;64
Maroc;Torino;Serie A;#3509 Adam Masina;3509;72;64;42;66;67;73;61
Belgique;AS Monaco;Ligue 1;#3509 Eliot Matazo;3509;72;68;60;69;75;67;76
France;AS Monaco;Ligue 1;#3509 Christian Mawissa;3509;72;65;31;54;62;73;73
Italie;SSC Napoli;Serie A;#3509 Pasquale Mazzocchi;3509;72;76;59;72;73;67;69
Roumanie;Parma;Serie A;#3509 Valentin MihÄƒilÄƒ;3509;72;92;65;65;72;33;59
Angleterre;Newcastle Utd;Premier League;#3509 Lewis Miley;3509;72;65;61;72;73;64;66
GuinÃ©e;Celta Vigo;La Liga;#3509 Ilaix Moriba;3509;72;68;70;63;74;65;65
Angleterre;Liverpool;Premier League;#3509 Tyler Morton;3509;72;64;59;74;73;66;66
Allemagne;SC Freiburg;Bundesliga;#3509 Florian MÃ¼ller;3509;72;72;67;71;79;43;68
France;Strasbourg;Ligue 1;#3509 Junior Mwanga;3509;72;68;50;62;68;71;72
Espagne;RCD Majorque;La Liga;#3509 Robert Navarro;3509;72;74;68;68;74;34;63
Hongrie;Havre AC;Ligue 1;#3509 LoÃ¯c NÃ©go;3509;72;79;67;68;71;66;66
France;M'gladbach;Bundesliga;#3509 Nathan Ngoumou;3509;72;86;71;64;71;33;65
France;TSG Hoffenheim;Bundesliga;#3509 Stanley Nsoki;3509;72;74;38;62;67;72;77
BrÃ©sil;Real Valladolid;La Liga;#3509 Kenedy;3509;72;72;68;70;74;60;61
NorvÃ¨ge;RB Leipzig;Bundesliga;#3509 Antonio Nusa;3509;72;89;64;65;79;41;59
Italie;Leicester City;Premier League;#3509 Caleb Okoli;3509;72;43;30;46;53;72;80
Nigeria;FC Augsburg;Bundesliga;#3509 Frank Onyeka;3509;72;77;63;66;73;72;76
Nigeria;AJ Auxerre;Ligue 1;#3509 Gabriel Osho;3509;72;70;30;54;63;72;74
Venezuela;Parma;Serie A;#3509 Yordan Osorio;3509;72;51;31;45;51;72;81
NorvÃ¨ge;Stade Rennais FC;Ligue 1;#3509 Leo Ã˜stigÃ¥rd;3509;72;64;37;50;61;71;79
France;Lecce;Serie A;#3509 RÃ©mi Oudin;3509;72;63;70;72;74;33;63
Portugal;Chelsea;Premier League;#3509 Renato Veiga;3509;72;73;60;70;70;70;72
IsraÃ«l;FC Bayern MÃ¼nchen;Bundesliga;#3509 Daniel Peretz;3509;72;74;74;69;73;35;63
France;AJ Auxerre;Ligue 1;#3509 GaÃ«tan Perrin;3509;72;80;68;67;74;37;64
Allemagne;Heidenheim;Bundesliga;#3509 Marvin Pieringer;3509;72;69;70;58;68;30;78
Italie;Juventus;Serie A;#3509 Carlo Pinsoglio;3509;72;72;71;62;74;42;73
Italie;Cagliari;Serie A;#3509 Matteo Prati;3509;72;59;65;72;71;69;68
Roumanie;Inter milan;Serie A;#3509 IonuÈ› Andrei Radu;3509;72;76;68;70;76;40;70
Maroc;Crystal Palace;Premier League;#3509 Chadi Riad;3509;72;62;32;54;54;72;74
Argentine;D. AlavÃ©s;La Liga;#3509 Luka Romero;3509;72;79;65;66;75;53;57
Allemagne;Union Berlin;Bundesliga;#3509 Tom Rothe;3509;72;69;45;68;68;69;76
Mali;Montpellier;Ligue 1;#3509 Falaye Sacko;3509;72;87;45;62;71;66;72
GrÃ¨ce;FC St. Pauli;Bundesliga;#3509 Manolis Saliakas;3509;72;69;57;66;69;67;68
Espagne;Sevilla FC;La Liga;#3509 Juanlu SÃ¡nchez;3509;72;65;59;63;73;69;62
Allemagne;M'gladbach;Bundesliga;#3509 Philipp Sander;3509;72;73;58;71;73;65;67
Allemagne;Brentford;Premier League;#3509 Kevin Schade;3509;72;94;65;59;73;29;64
Allemagne;Toulouse FC;Ligue 1;#3509 Niklas Schmidt;3509;72;61;70;74;74;60;68
OuzbÃ©kistan;AS Roma;Serie A;#3509 Eldor Shomurodov;3509;72;76;70;64;73;39;66
France;Toulouse FC;Ligue 1;#3509 Djibril SidibÃ©;3509;72;66;58;67;67;71;73
Argentine;AtlÃ©tico Madrid;La Liga;#3509 Giuliano Simeone;3509;72;82;69;58;70;26;79
Pays-Bas;UD Las Palmas;La Liga;#3509 Daley Sinkgraven;3509;72;73;60;72;74;68;61
Mali;AS Saint-Ã‰tienne;Ligue 1;#3509 Ibrahim Sissoko;3509;72;73;74;55;66;32;74
Allemagne;Holstein Kiel;Bundesliga;#3509 Steven Skrzybski;3509;72;77;74;65;73;37;66
BrÃ©sil;Udinese;Serie A;#3509 Brenner;3509;72;77;71;63;76;32;54
Angleterre;Spurs;Premier League;#3509 Djed Spence;3509;72;86;43;60;74;67;60
SÃ©nÃ©gal;Real Valladolid;La Liga;#3509 Mamadou Sylla;3509;72;77;71;62;70;37;75
GuinÃ©e;Montpellier;Ligue 1;#3509 Issiaga Sylla;3509;72;68;61;67;67;68;73
CÃ´te d'Ivoire;Strasbourg;Ligue 1;#3509 Abakar Sylla;3509;72;70;30;56;68;70;76
France;AS Saint-Ã‰tienne;Ligue 1;#3509 Florian Tardieu;3509;72;40;63;70;67;68;74
Portugal;RCD Majorque;La Liga;#3509 Chiquinho;3509;72;87;66;65;75;34;58
Angleterre;Southampton;Premier League;#3509 Charlie Taylor;3509;72;58;52;68;69;72;77
Danemark;Hellas VÃ©rone;Serie A;#3509 Casper Tengstedt;3509;72;83;70;63;68;36;71
France;Udinese;Serie A;#3509 Florian Thauvin;3509;72;64;75;73;77;45;65
NorvÃ¨ge;Genoa;Serie A;#3509 Morten Thorsby;3509;72;55;62;69;71;72;78
Angleterre;Notting. Forest;Premier League;#3509 Harry Toffolo;3509;72;70;53;67;66;70;70
France;Udinese;Serie A;#3509 Isaak TourÃ©;3509;72;66;30;51;55;69;84
Mali;VfB Stuttgart;Bundesliga;#3509 El Bilal TourÃ©;3509;72;71;72;61;71;23;63
GuinÃ©e;Havre AC;Ligue 1;#3509 Abdoulaye TourÃ©;3509;72;43;58;62;61;71;78
Turquie;Francfort;Bundesliga;#3509 Can Uzun;3509;72;70;72;65;75;24;63
Italie;Parma;Serie A;#3509 Emanuele Valeri;3509;72;67;65;69;72;69;53
Italie;Monza;Serie A;#3509 Mattia Valoti;3509;72;55;69;73;74;54;64
Slovaquie;VfL Wolfsburg;Bundesliga;#3509 Denis Vavro;3509;72;67;58;58;59;70;81
Allemagne;FC St. Pauli;Bundesliga;#3509 Hauke Wahl;3509;72;54;32;55;63;73;74
Pays de Galles;Leicester City;Premier League;#3509 Danny Ward;3509;72;72;71;68;72;46;70
Allemagne;SC Freiburg;Bundesliga;#3509 Noah WeiÃŸhaupt;3509;72;76;60;67;74;46;58
Pologne;Cagliari;Serie A;#3509 Mateusz Wieteska;3509;72;47;37;50;59;73;73
France;Havre AC;Ligue 1;#3509 Ã‰tienne YoutÃ© KinkouÃ©;3509;72;61;31;50;48;70;78
Italie;Venezia;Serie A;#3509 Francesco Zampano;3509;72;83;50;65;72;64;74
Italie;Genoa;Serie A;#3509 Alessandro Zanoli;3509;72;70;40;63;69;69;71
Espagne;Udinese;Serie A;#3509 Zarraga;3509;72;75;66;71;74;61;65
Pologne;Empoli;Serie A;#3509 Szymon Å»urkowski;3509;72;73;72;70;74;67;77
Tunisie;OGC Nice;Ligue 1;#4248 Ali Abdi;4248;71;89;60;66;71;62;76
France;FC Nantes;Ligue 1;#4248 Matthis Abline;4248;71;77;72;56;72;24;55
CÃ´te d'Ivoire;Angers SCO;Ligue 1;#4248 Jean-Eudes Aholou;4248;71;56;62;69;69;70;74
Gabon;Angers SCO;Ligue 1;#4248 Jim Allevinah;4248;71;82;69;64;73;45;50
Espagne;Real Betis;La Liga;#4248 Altimira;4248;71;59;62;65;68;66;64
Italie;Genoa;Serie A;#4248 Mattia Bani;4248;71;46;20;42;53;74;70
Maroc;1. FSV Mainz 05;Bundesliga;#4248 Aymen Barkok;4248;71;68;67;67;76;54;66
Argentine;Valencia CF;La Liga;#4248 Enzo Barrenechea;4248;71;57;63;68;71;62;69
RD Congo;AS Saint-Ã‰tienne;Ligue 1;#4248 Dylan Batubinsika;4248;71;68;28;52;54;69;78
Allemagne;1. FSV Mainz 05;Bundesliga;#4248 Daniel Batz;4248;71;71;69;67;74;35;71
Allemagne;TSG Hoffenheim;Bundesliga;#4248 Finn Ole Becker;4248;71;69;55;68;76;58;60
Uruguay;D. AlavÃ©s;La Liga;#4248 Carlos BenavÃ­dez;4248;71;67;44;63;66;71;72
Cameroun;CA Osasuna;La Liga;#4248 Flavien-Enzo Boyomo;4248;71;73;30;47;46;72;74
Allemagne;VfB Stuttgart;Bundesliga;#4248 Fabian Bredlow;4248;71;71;67;66;74;39;68
France;AS Saint-Ã‰tienne;Ligue 1;#4248 Anthony BrianÃ§on;4248;71;46;47;56;53;70;82
France;Angers SCO;Ligue 1;#4248 Pierrick Capelle;4248;71;53;71;73;71;67;64
Espagne;UD Las Palmas;La Liga;#4248 Marc Cardona;4248;71;79;69;62;70;27;69
Italie;Chelsea;Premier League;#4248 Cesare Casadei;4248;71;66;69;70;70;65;70
France;Havre AC;Ligue 1;#4248 JosuÃ© Casimir;4248;71;83;67;62;72;43;65
Belgique;Valencia CF;La Liga;#4248 Maximiliano Caufriez;4248;71;56;30;57;57;71;74
France;FC Nantes;Ligue 1;#4248 Fabien Centonze;4248;71;71;51;68;69;68;73
Ã‰tats-Unis;Francfort;Bundesliga;#4248 Timmy Chandler;4248;71;45;68;72;68;72;76
Portugal;Everton;Premier League;#4248 Youssef Chermiti;4248;71;67;68;55;69;33;71
France;FC Nantes;Ligue 1;#4248 Marcus Coco;4248;71;79;66;67;72;59;57
Italie;Hellas VÃ©rone;Serie A;#4248 Diego Coppola;4248;71;53;40;55;50;73;65
France;Stade Brestois 29;Ligue 1;#4248 Soumaila Coulibaly;4248;71;86;36;54;65;68;79
France;Parma;Serie A;#4248 Woyo Coulibaly;4248;71;76;50;65;68;66;81
France;Parma;Serie A;#4248 Wylan Cyprien;4248;71;62;69;71;72;68;75
Angleterre;Udinese;Serie A;#4248 Keinan Davis;4248;71;64;69;54;71;43;81
Angleterre;Ipswich Town;Premier League;#4248 Liam Delap;4248;71;76;70;58;70;29;74
Espagne;Real Betis;La Liga;#4248 Assane Diao Diaoune;4248;71;90;69;60;73;30;56
Mali;D. AlavÃ©s;La Liga;#4248 Moussa Diarra;4248;71;65;32;57;62;71;72
Espagne;Rayo Vallecano;La Liga;#4248 Pedro DÃ­az;4248;71;68;73;73;71;65;72
Argentine;Bologne;Serie A;#4248 BenjamÃ­n DomÃ­nguez;4248;71;84;65;65;73;41;56
HaÃ¯ti;FC Nantes;Ligue 1;#4248 Jean-KÃ©vin Duverne;4248;71;60;38;62;67;72;73
Cameroun;Udinese;Serie A;#4248 Enzo Ebosse;4248;71;62;35;56;64;72;71
Danemark;Hellas VÃ©rone;Serie A;#4248 Martin Frese;4248;71;79;65;68;71;64;68
Espagne;Lecce;Serie A;#4248 Joan GonzÃ¡lez;4248;71;59;63;70;68;53;74
Italie;Empoli;Serie A;#4248 Alberto Grassi;4248;71;48;63;70;71;67;61
Pologne;FC Augsburg;Bundesliga;#4248 Robert Gumny;4248;71;76;42;60;69;67;67
Angleterre;Newcastle Utd;Premier League;#4248 Isaac Hayden;4248;71;51;58;61;67;71;77
Angleterre;Ipswich Town;Premier League;#4248 George Hirst;4248;71;76;70;55;67;41;76
BÃ©nin;Angers SCO;Ligue 1;#4248 CÃ©dric Hountondji;4248;71;38;33;52;56;72;70
Italie;CÃ´me;Serie A;#4248 Alessio Iovine;4248;71;69;57;65;71;68;65
Ã‰cosse;West Ham;Premier League;#4248 Andy Irving;4248;71;57;71;71;71;63;77
Albanie;Empoli;Serie A;#4248 Ardian Ismajli;4248;71;67;30;49;61;75;63
Danemark;Leicester City;Premier League;#4248 Daniel Iversen;4248;71;71;70;67;71;45;69
RÃ©publique tchÃ¨que;Cagliari;Serie A;#4248 Jakub Jankto;4248;71;72;67;70;72;65;62
Belgique;Udinese;Serie A;#4248 Christian Kabasele;4248;71;50;50;51;59;71;71
NorvÃ¨ge;Toulouse FC;Ligue 1;#4248 Warren Kamanzi;4248;71;80;52;63;71;65;63
Italie;Fiorentina;Serie A;#4248 Michael Kayode;4248;71;65;35;56;71;72;58
Allemagne;VfB Stuttgart;Bundesliga;#4248 Yannik Keitel;4248;71;66;48;63;66;69;73
Allemagne;SV Werder Bremen;Bundesliga;#4248 Markus Kolke;4248;71;73;68;61;74;45;69
France;OL;Ligue 1;#4248 SaÃ«l Kumbedi;4248;71;82;42;62;72;65;62
GrÃ¨ce;Monza;Serie A;#4248 Giorgos Kyriakopoulos;4248;71;61;49;64;71;71;66
France;Angers SCO;Ligue 1;#4248 Jordan Lefort;4248;71;66;26;59;64;68;74
France;Strasbourg;Ligue 1;#4248 FÃ©lix LemarÃ©chal;4248;71;65;57;73;72;61;68
BrÃ©sil;West Ham;Premier League;#4248 Luis Guilherme;4248;71;76;62;64;75;33;57
Espagne;OM;Ligue 1;#4248 Pol Lirola;4248;71;68;62;69;69;67;67
France;AS Saint-Ã‰tienne;Ligue 1;#4248 Yvann MaÃ§on;4248;71;84;51;61;72;65;72
Italie;Monza;Serie A;#4248 Daniel Maldini;4248;71;66;68;70;74;40;50
Espagne;Celta Vigo;La Liga;#4248 Manquillo;4248;71;63;45;63;71;73;60
Espagne;SSC Napoli;Serie A;#4248 Rafa MarÃ­n;4248;71;67;28;58;57;71;72
Croatie;Francfort;Bundesliga;#4248 Igor MatanoviÄ‡;4248;71;63;69;53;67;34;77
RÃ©p. d'Irlande;Leicester City;Premier League;#4248 Kasey McAteer;4248;71;81;67;66;71;53;64
Angleterre;Southampton;Premier League;#4248 Alex McCarthy;4248;71;71;71;62;74;50;68
Ã‰cosse;UD Las Palmas;La Liga;#4248 Scott McKenna;4248;71;51;32;46;51;70;80
Espagne;Real Valladolid;La Liga;#4248 Meseguer;4248;71;63;68;68;69;68;72
Espagne;RCD Majorque;La Liga;#4248 Mateu Morey;4248;71;70;46;67;75;68;56
Espagne;Real Valladolid;La Liga;#4248 RaÃºl Moro;4248;71;82;61;66;77;27;35
France;AS Saint-Ã‰tienne;Ligue 1;#4248 MickaÃ«l NadÃ©;4248;71;35;30;44;51;70;83
Allemagne;1. FSV Mainz 05;Bundesliga;#4248 Paul Nebel;4248;71;76;62;66;76;38;59
Portugal;Everton;Premier League;#4248 JoÃ£o VirgÃ­nia;4248;71;73;72;66;73;52;67
Cameroun;CD LeganÃ©s;La Liga;#4248 Yvan Neyou;4248;71;65;60;64;75;69;70
France;Rayo Vallecano;La Liga;#4248 Randy Nteka;4248;71;72;70;64;71;54;83
Japon;FC Augsburg;Bundesliga;#4248 Masaya Okugawa;4248;71;76;63;67;74;43;44
RÃ©p. d'Irlande;Notting. Forest;Premier League;#4248 Andrew Omobamidele;4248;71;71;27;52;56;71;75
Italie;Venezia;Serie A;#4248 Gaetano Oristanio;4248;71;85;65;67;76;49;55
Ghana;AJ Auxerre;Ligue 1;#4248 Elisha Owusu;4248;71;60;53;64;68;67;69
Espagne;Real Sociedad;La Liga;#4248 Pacheco;4248;71;49;22;51;49;71;68
Italie;Torino;Serie A;#4248 Alberto Paleari;4248;71;69;67;69;71;32;74
Ã‰cosse;Everton;Premier League;#4248 Nathan Patterson;4248;71;75;46;60;69;69;70
France;Lecce;Serie A;#4248 Andy Pelmard;4248;71;85;34;60;70;70;76
Argentine;CÃ´me;Serie A;#4248 MÃ¡ximo Perrone;4248;71;68;54;66;74;68;69
Italie;Empoli;Serie A;#4248 Giuseppe Pezzella;4248;71;67;56;66;68;68;70
Allemagne;SC Freiburg;Bundesliga;#4248 Maximilian Philipp;4248;71;72;73;69;76;42;58
Italie;Cagliari;Serie A;#4248 Roberto Piccoli;4248;71;67;72;54;65;34;66
Ã‰quateur;CD LeganÃ©s;La Liga;#4248 Jackson Porozo;4248;71;70;31;42;45;71;74
Madagascar;AJ Auxerre;Ligue 1;#4248 Rayan Raveloson;4248;71;73;66;65;72;69;76
Angleterre;OM;Ligue 1;#4248 Jonny Rowe;4248;71;83;71;62;74;36;64
Angleterre;Newcastle Utd;Premier League;#4248 John Ruddy;4248;71;68;72;68;69;37;70
Tunisie;FC St. Pauli;Bundesliga;#4248 Elias Saad;4248;71;74;65;65;77;33;56
Ã‰tats-Unis;Havre AC;Ligue 1;#4248 Emmanuel Sabbi;4248;71;90;65;62;73;38;59
Espagne;CD LeganÃ©s;La Liga;#4248 Jorge SÃ¡enz;4248;71;61;41;56;62;72;77
France;Havre AC;Ligue 1;#4248 Yoann Salmier;4248;71;35;40;58;57;71;76
France;RC Lens;Ligue 1;#4248 Malang Sarr;4248;71;56;45;65;64;72;70
Espagne;Athletic Club;La Liga;#4248 Nico Serrano;4248;71;82;65;64;76;24;51
Allemagne;1. FSV Mainz 05;Bundesliga;#4248 Armindo Sieb;4248;71;82;71;57;77;26;68
Allemagne;Heidenheim;Bundesliga;#4248 Tim Siersleben;4248;71;52;33;48;56;73;72
