Nationalité,Club,Nom,Position,Poste,Note,VIT,TIR,PAS,DRI,DEF,PHY
Nigeria,Latium,#5019 Fisayo Dele-Bashiru,MOC,5019,70,77,69,62,74,57,78
Italie,Lombardia FC,#5019 Raffaele Di Gennaro,G,5019,70,72,68,62,72,43,66
Italie,Monza,#5019 Davide Diaw,BU,5019,70,84,67,55,70,27,73
Espagne,CD Leganés,#5019 Juan Cruz,MG,5019,70,78,68,67,75,32,46
Espagne,Celta Vigo,#5019 Carlos Domínguez,DC,5019,70,66,28,52,51,71,62
Espagne,Toulouse FC,#5019 Álex Domínguez,G,5019,70,70,69,65,72,42,69
Bosnie-Herzégovine,Monza,#5019 Milan Đurić,BU,5019,70,32,71,55,61,32,81
Allemagne,FC St. Pauli,#5019 Johannes Eggestein,BU,5019,70,62,70,69,72,37,62
Nigeria,Udinese,#5019 Kingsley Ehizibue,MD,5019,70,88,57,62,69,65,75
Ghana,Genoa,#5019 Caleb Ekuban,BU,5019,70,81,69,64,68,28,80
Maroc,Bologne,#5019 Oussama El Azzouzi,MDC,5019,70,55,58,64,66,69,67
Maroc,Havre AC,#5019 Oualid El Hajjam,DD,5019,70,68,45,64,66,69,72
Algérie,Angers SCO,#5019 Farid El Melali,MG,5019,70,71,61,63,77,50,41
Allemagne,Côme,#5019 Yannik Engelhardt,MDC,5019,70,65,46,65,64,68,73
Allemagne,Holstein Kiel,#5019 Patrick Erras,DC,5019,70,33,41,62,49,70,76
Gambie,Côme,#5019 Alieu Fadera,MG,5019,70,82,64,62,74,57,71
France,AS Saint-Étienne,#5019 Lamine Fomba,MDC,5019,70,67,52,63,71,69,79
Portugal,Wolves,#5019 Carlos Forbs,AG,5019,70,90,67,62,70,36,54
Allemagne,Lecce,#5019 Christian Früchtl,G,5019,70,73,68,67,71,24,66
Costa Rica,VfL Bochum 1848,#5019 Cristian Gamboa,DD,5019,70,77,47,64,68,66,69
Espagne,CD Leganés,#5019 Diego García,BU,5019,70,75,70,51,67,23,57
Australie,Toulouse FC,#5019 Denis Genreau,MC,5019,70,60,62,68,69,64,68
Colombie,Stade Rennais FC,#5019 Andrés Gómez,MD,5019,70,78,66,63,72,32,58
Slovaquie,RCD Majorque,#5019 Dominik Greif,G,5019,70,69,70,74,68,18,69
Danemark,Venezia,#5019 Christian Gytkjær,BU,5019,70,50,73,57,68,33,66
Suriname,Venezia,#5019 Ridgeciano Haps,MG,5019,70,81,63,64,71,64,67
Écosse,Empoli,#5019 Liam Henderson,MC,5019,70,72,64,68,71,66,78
Autriche,Heidenheim,#5019 Mathias Honsak,MG,5019,70,84,63,62,70,50,69
Espagne,CA Osasuna,#5019 Pablo Ibáñez,MC,5019,70,57,59,66,67,64,57
France,AS Monaco,#5019 George Ilenikhena,BU,5019,70,81,71,56,69,26,61
Allemagne,TSG Hoffenheim,#5019 Marco John,DG,5019,70,74,53,69,71,64,55
Croatie,Real Valladolid,#5019 Stanko Jurić,MDC,5019,70,64,66,59,66,68,82
France,Lecce,#5019 Mohamed Kaba,MDC,5019,70,61,52,58,64,66,77
Suède,Udinese,#5019 Jesper Karlström,MDC,5019,70,67,54,63,66,69,83
Danemark,Heidenheim,#5019 Mikkel Kaufmann,BU,5019,70,80,68,54,66,25,68
Ukraine,Bergamo Calcio,#5019 Viktor Kovalenko,MC,5019,70,66,69,71,72,57,70
Danemark,Udinese,#5019 Thomas Thiesson Kristensen,DC,5019,70,65,26,50,59,70,74
France,Stade Brestois 29,#5019 Julien Le Cardinal,DC,5019,70,66,31,62,65,70,74
France,AJ Auxerre,#5019 Donovan Léon,G,5019,70,70,67,66,72,47,69
Portugal,Monza,#5019 Pedro Pereira,MD,5019,70,72,54,69,71,69,63
Espagne,Real Sociedad,#5019 Javi López,DG,5019,70,77,29,54,59,67,68
Espagne,RCD Espanyol,#5019 Pol Lozano,MDC,5019,70,71,59,66,67,65,69
Angleterre,Southampton,#5019 Joe Lumley,G,5019,70,71,66,74,72,44,68
Portugal,Real Valladolid,#5019 André Ferreira,G,5019,70,70,66,66,72,38,70
France,SC Freiburg,#5019 Jordy Makengo,DG,5019,70,82,30,58,64,67,72
Espagne,CA Osasuna,#5019 Javi Martínez,MC,5019,70,65,64,63,71,57,72
France,FC Augsburg,#5019 Chrislain Matsima,DC,5019,70,73,34,48,55,69,70
France,AS Saint-Étienne,#5019 Brice Maubleu,G,5019,70,69,67,66,71,40,70
Angleterre,Manchester City,#5019 James McAtee,AD,5019,70,70,64,67,73,41,60
Croatie,VfL Bochum 1848,#5019 Jakov Medić,DC,5019,70,66,52,59,58,67,83
Ghana,AJ Auxerre,#5019 Gideon Mensah,DG,5019,70,76,56,63,70,64,67
Estonie,FC St. Pauli,#5019 Karol Mets,DC,5019,70,67,51,58,60,69,80
France,Montpellier,#5019 Lucas Mincarelli,DG,5019,70,70,50,63,66,69,59
Japon,VfL Bochum 1848,#5019 Koji Miyoshi,MD,5019,70,75,65,68,74,46,49
France,AS Saint-Étienne,#5019 Thomas Monconduit,MDC,5019,70,48,57,67,66,70,74
Colombie,Hellas Vérone,#5019 Daniel Mosquera,BU,5019,70,70,70,52,67,28,78
Colombie,Wolves,#5019 Yerson Mosquera,DC,5019,70,78,30,49,52,69,73
Uruguay,D. Alavés,#5019 Santiago Mouriño,DC,5019,70,69,36,49,50,69,77
Ghana,Rayo Vallecano,#5019 Abdul Mumin,DC,5019,70,77,36,57,63,69,74
Sénégal,Stade Brestois 29,#5019 Abdoulaye Ndiaye,DC,5019,70,64,31,49,49,71,71
Brésil,Real Valladolid,#5019 Lucas Rosa,DD,5019,70,73,42,57,60,65,62
Japon,AJ Auxerre,#5019 Ado Onaiwu,BU,5019,70,79,69,61,66,38,69
Turquie,Real Valladolid,#5019 Cenk Özkacar,DC,5019,70,60,36,56,61,69,75
Nouvelle-Zélande,AFC Bournemouth,#5019 Alex Paulsen,G,5019,70,68,65,70,73,49,64
Italie,Cagliari,#5019 Leonardo Pavoletti,BU,5019,70,49,68,53,61,39,68
France,AS Saint-Étienne,#5019 Léo Pétrot,DG,5019,70,65,33,54,58,71,75
Autriche,Holstein Kiel,#5019 Benedikt Pichler,BU,5019,70,76,68,63,65,33,69
Allemagne,Holstein Kiel,#5019 Finn Porath,MD,5019,70,79,62,67,73,62,67
Croatie,Union Berlin,#5019 Ivan Prtajin,BU,5019,70,64,70,54,64,29,76
Pologne,Holstein Kiel,#5019 Tymoteusz Puchacz,DG,5019,70,86,64,62,70,63,80
Albanie,Lecce,#5019 Ylber Ramadani,MDC,5019,70,54,58,60,64,68,77
Espagne,UD Las Palmas,#5019 Benito,DG,5019,70,86,65,65,70,63,67
Italie,Bologne,#5019 Federico Ravaglia,G,5019,70,72,67,67,75,37,69
Algérie,D. Alavés,#5019 Abderrahman Rebbach,MG,5019,70,71,70,66,70,36,68
Italie,Genoa,#5019 Stefano Sabelli,DD,5019,70,70,39,60,63,66,67
Italie,Côme,#5019 Marco Sala,DG,5019,70,81,54,66,68,63,65
Maroc,Stade Brestois 29,#5019 Ibrahim Salah,BU,5019,70,73,69,58,72,30,67
Espagne,Real Betis,#5019 Adrián,G,5019,70,70,70,67,69,43,69
Espagne,RCD Espanyol,#5019 Salvi Sánchez,MD,5019,70,85,63,66,71,36,46
Allemagne,Union Berlin,#5019 Alexander Schwolow,G,5019,70,72,62,63,73,37,70
Brésil,Heidenheim,#5019 Léo Scienza,MG,5019,70,79,66,64,75,29,52
France,Strasbourg,#5019 Marvin Senaya,DD,5019,70,70,46,57,67,67,64
Mali,AJ Auxerre,#5019 Lassine Sinayoko,MD,5019,70,74,70,62,70,28,70
Ukraine,Strasbourg,#5019 Eduard Sobol,DG,5019,70,74,64,67,68,67,69
Serbie,Venezia,#5019 Filip Stanković,G,5019,70,69,68,66,75,50,68
Suède,Celta Vigo,#5019 Williot Swedberg,MC,5019,70,71,68,66,71,59,60
France,Latium,#5019 Loum Tchaouna,AD,5019,70,75,72,63,71,37,59
Cameroun,Montpellier,#5019 Enzo Tchato,DD,5019,70,82,45,59,65,66,61
Allemagne,TSG Hoffenheim,#5019 Umut Tohumcu,MOC,5019,70,69,62,68,72,46,53
Belgique,Côme,#5019 Ignace Van der Brempt,DD,5019,70,76,55,64,70,64,74
Bosnie-Herzégovine,FC St. Pauli,#5019 Nikola Vasilj,G,5019,70,70,67,65,71,34,71
Espagne,Valencia CF,#5019 Jesús Vázquez,DG,5019,70,72,50,65,66,67,62
Allemagne,FC St. Pauli,#5019 Robert Wagner,MC,5019,70,63,45,66,71,62,72
Pologne,Torino,#5019 Sebastian Walukiewicz,DC,5019,70,50,38,48,57,70,74
Turquie,Juventus,#5019 Kenan Yıldız,AG,5019,70,75,61,66,73,28,61
Italie,Cagliari,#5019 Gabriele Zappa,DD,5019,70,75,55,61,67,65,70
Italie,Cagliari,#5019 Nadir Zortea,DD,5019,70,64,59,67,72,67,52
Espagne,Real Valladolid,#5881 Aceves,G,5881,69,70,68,69,72,24,69
Maroc,AJ Auxerre,#5881 Saad Agouzoul,DC,5881,69,44,38,53,51,70,67
France,Stade Rennais FC,#5881 Naouirou Ahamada,MC,5881,69,70,63,66,73,61,62
Allemagne,Hellas Vérone,#5881 Faride Alidou,MD,5881,69,83,59,60,73,28,61
France,SV Werder Bremen,#5881 Skelly Alvero,MDC,5881,69,58,52,63,67,64,80
Danemark,Venezia,#5881 Magnus Kofod Andersen,MC,5881,69,69,59,67,71,61,76
France,AJ Auxerre,#5881 Florian Ayé,BU,5881,69,84,68,56,67,31,73
Brésil,Cagliari,#5881 Paulo Azzi,DG,5881,69,82,63,64,71,61,69
Canada,AJ Auxerre,#5881 Theo Bair,BU,5881,69,73,67,50,64,28,79
Hongrie,Parma,#5881 Botond Balogh,DC,5881,69,53,33,46,46,71,66
Portugal,Hellas Vérone,#5881 Dani Silva,MC,5881,69,64,55,67,71,60,68
Espagne,Real Betis,#5881 Fran Vieites,G,5881,69,72,63,73,68,34,66
France,Villarreal CF,#5881 Thierno Barry,BU,5881,69,77,69,48,68,22,63
Italie,Côme,#5881 Daniele Baselli,MC,5881,69,64,68,72,73,66,62
Ghana,AS Saint-Étienne,#5881 Augustine Boakye,MD,5881,69,86,61,59,72,26,54
Algérie,OGC Nice,#5881 Badredine Bouanani,AD,5881,69,71,64,68,71,31,51
Croatie,Hellas Vérone,#5881 Domagoj Bradarić,MG,5881,69,74,55,65,69,68,63
Allemagne,FC Augsburg,#5881 Tim Breithaupt,MDC,5881,69,49,41,60,59,69,68
Italie,Bergamo Calcio,#5881 Marco Brescianini,MC,5881,69,53,64,64,66,63,72
Allemagne,VfL Bochum 1848,#5881 Moritz Broschinski,BU,5881,69,76,68,57,67,31,63
Allemagne,Francfort,#5881 Nathaniel Brown,DG,5881,69,86,47,59,70,60,50
Italie,Monza,#5881 Andrea Carboni,DC,5881,69,60,36,55,61,71,67
Espagne,Celta Vigo,#5881 Carreira,DD,5881,69,65,41,60,63,66,52
Guinée,CD Leganés,#5881 Seydouba Cisse,MC,5881,69,60,66,66,66,62,57
Angleterre,Ipswich Town,#5881 Harry Clarke,DD,5881,69,79,57,60,65,65,79
Suède,AS Roma,#5881 Samuel Dahl,DG,5881,69,83,38,59,69,62,65
Espagne,Real Valladolid,#5881 De La Hoz,MDC,5881,69,48,58,60,64,67,74
Brésil,Leverkusen,#5881 Arthur,DD,5881,69,74,40,62,68,63,57
Brésil,Chelsea,#5881 Deivid Washington,BU,5881,69,79,70,53,72,30,66
Italie,Cagliari,#5881 Alessandro Deiola,MC,5881,69,53,67,64,64,70,77
Sénégal,AJ Auxerre,#5881 Assane Dioussé,MDC,5881,69,62,47,64,72,66,64
Maroc,Montpellier,#5881 Khalil Fayad,MC,5881,69,65,59,68,75,63,42
Italie,Cagliari,#5881 Mattia Felici,MG,5881,69,78,62,64,72,46,61
Italie,Venezia,#5881 Luca Fiordilino,MDC,5881,69,78,57,67,70,63,69
Brésil,Crystal Palace,#5881 Matheus França,MOC,5881,69,77,70,61,75,36,65
Espagne,CD Leganés,#5881 Franquesa,DG,5881,69,77,52,60,66,62,66
Italie,Côme,#5881 Alessandro Gabrielloni,BU,5881,69,76,67,57,70,34,65
Italie,Hellas Vérone,#5881 Daniele Ghilardi,DC,5881,69,62,41,45,49,70,67
Espagne,Valencia CF,#5881 Dani Gómez,BU,5881,69,74,69,62,69,42,67
République dominicaine,Getafe CF,#5881 Peter,MD,5881,69,80,62,61,73,37,42
Espagne,UD Las Palmas,#5881 Fabio González,MDC,5881,69,58,59,62,68,67,68
France,Havre AC,#5881 Samuel Grandsir,MG,5881,69,87,61,64,72,46,65
Suisse,Empoli,#5881 Nicolas Haas,MC,5881,69,76,61,68,71,63,67
Espagne,UD Las Palmas,#5881 Herzog,DC,5881,69,75,30,55,56,66,73
Angleterre,AFC Bournemouth,#5881 James Hill,DC,5881,69,70,39,57,59,69,72
Angleterre,Brighton,#5881 Jack Hinshelwood,MDC,5881,69,63,63,69,69,66,65
Philippines,VfL Bochum 1848,#5881 Gerrit Holtmann,MG,5881,69,86,64,63,68,56,60
Allemagne,SC Freiburg,#5881 Jannik Huth,G,5881,69,71,64,74,71,59,67
Angleterre,Everton,#5881 Tim Iroegbunam,MDC,5881,69,65,58,64,68,66,71
Allemagne,Heidenheim,#5881 Luca Kerber,MC,5881,69,71,57,65,70,67,74
Allemagne,VfL Bochum 1848,#5881 Moritz-Broni Kwarteng,AD,5881,69,72,70,62,74,30,49
Italie,Genoa,#5881 Nicola Leali,G,5881,69,72,70,58,71,33,64
Hongrie,Francfort,#5881 Krisztián Lisztes,MOC,5881,69,73,68,62,70,42,64
Cap-Vert,Hellas Vérone,#5881 Dailon Rocha Livramento,BU,5881,69,72,72,55,68,34,68
Espagne,RCD Majorque,#5881 Javi Llabrés,MG,5881,69,80,60,62,70,32,49
Sénégal,Angers SCO,#5881 Joseph Lopy,MDC,5881,69,70,63,62,66,65,79
Japon,Holstein Kiel,#5881 Shuto Machino,BU,5881,69,74,67,61,71,30,72
France,Strasbourg,#5881 Sékou Mara,BU,5881,69,75,67,53,67,26,67
Pologne,Lecce,#5881 Filip Marchwiński,MOC,5881,69,67,65,65,70,40,64
Croatie,Monza,#5881 Mirko Marić,BU,5881,69,68,70,53,64,28,70
Brésil,Celta Vigo,#5881 Jaílson,DC,5881,69,70,54,60,64,69,76
Espagne,D. Alavés,#5881 Carlos Martín,BU,5881,69,78,69,60,70,28,62
France,OGC Nice,#5881 Antoine Mendy,DC,5881,69,67,41,55,63,70,67
Australie,FC St. Pauli,#5881 Connor Metcalfe,MC,5881,69,76,60,66,70,62,76
Maroc,Real Valladolid,#5881 Anuar,MC,5881,69,78,63,64,70,65,68
Sénégal,Havre AC,#5881 Rassoul Ndiaye,MDC,5881,69,71,53,64,68,65,71
Espagne,D. Alavés,#5881 Hugo Novoa,MD,5881,69,87,68,55,73,50,53
Slovaquie,Cagliari,#5881 Adam Obert,DC,5881,69,64,44,62,65,70,64
Allemagne,VfL Bochum 1848,#5881 Tim Oermann,DC,5881,69,76,34,55,60,70,68
Allemagne,M'gladbach,#5881 Jan Olschowsky,G,5881,69,71,69,71,69,20,70
Islande,Real Sociedad,#5881 Orri Óskarsson,BU,5881,69,70,67,59,67,30,68
France,AS Monaco,#5881 Kassoum Ouattara,DG,5881,69,77,41,60,68,63,68
Allemagne,RB Leipzig,#5881 Assan Ouédraogo,MOC,5881,69,77,56,60,76,45,69
Italie,Udinese,#5881 Daniele Padelli,G,5881,69,68,69,60,66,45,75
Allemagne,VfL Bochum 1848,#5881 Felix Passlack,DD,5881,69,72,63,65,71,64,71
Argentine,Côme,#5881 Nico Paz,MOC,5881,69,66,63,66,70,49,60
France,Havre AC,#5881 Timothée Pembélé,DD,5881,69,80,49,63,71,64,62
Colombie,Strasbourg,#5881 Óscar Perea,MG,5881,69,82,57,59,74,27,62
Italie,Empoli,#5881 Samuele Perisan,G,5881,69,68,64,67,74,46,67
Italie,Venezia,#5881 Antonio Raimondo,BU,5881,69,67,68,60,70,28,61
Espagne,RCD Espanyol,#5881 Carlos Romero,DG,5881,69,71,53,65,65,65,66
Côte d'Ivoire,Strasbourg,#5881 Moïse Sahi,BU,5881,69,74,71,59,71,28,58
France,Montpellier,#5881 Théo Sainte-Luce,DG,5881,69,73,47,59,68,65,60
France,Empoli,#5881 Junior Sambia,DD,5881,69,66,66,69,69,67,65
Roumanie,Udinese,#5881 Răzvan Sava,G,5881,69,70,69,63,71,25,70
Guinée,Strasbourg,#5881 Saïdou Sow,DC,5881,69,61,41,54,60,69,66
Autriche,Venezia,#5881 Michael Svoboda,DC,5881,69,59,44,52,56,67,81
Allemagne,Heidenheim,#5881 Denis Thomalla,MOC,5881,69,63,68,65,69,38,66
Allemagne,FC St. Pauli,#5881 Philipp Treu,DG,5881,69,76,41,64,69,63,60
Pologne,Bologne,#5881 Kacper Urbański,MOC,5881,69,69,62,67,76,49,40
Argentine,Parma,#5881 Lautaro Valenti,DC,5881,69,70,51,55,57,68,75
Italie,Genoa,#5881 Alessandro Vogliacco,DC,5881,69,65,36,52,55,71,66
Allemagne,VfB Stuttgart,#5881 Nick Woltemade,BU,5881,69,68,66,62,70,39,69
Angleterre,Southampton,#5881 Nathan Wood,DC,5881,69,76,24,47,54,69,72
Équateur,Venezia,#5881 John Yeboah,AD,5881,69,92,62,57,71,26,61
Allemagne,RB Leipzig,#5881 Leopold Zingerle,G,5881,69,70,66,66,71,42,68
Allemagne,FC St. Pauli,#5881 Simon Zoller,BU,5881,69,66,70,64,70,39,64
Haïti,Angers SCO,#6856 Carlens Arcus,DD,6856,68,75,43,63,64,61,73
Allemagne,Holstein Kiel,#6856 Jann-Fiete Arp,BU,6856,68,75,66,56,70,31,65
France,Stade de Reims,#6856 Valentin Atangana,MDC,6856,68,55,53,64,67,66,56
France,Udinese,#6856 Arthur Atta,MOC,6856,68,73,55,63,70,62,72
Guinée,VfL Bochum 1848,#6856 Aliou Baldé,AD,6856,68,89,61,58,72,32,50
Maroc,Strasbourg,#6856 Alaa Bellaarouch,G,6856,68,71,63,70,69,56,68
Suède,Spurs,#6856 Lucas Bergvall,MC,6856,68,72,52,67,73,53,65
Suède,Holstein Kiel,#6856 Alexander Bernhardsson,MD,6856,68,87,60,61,67,45,61
Allemagne,TSG Hoffenheim,#6856 Tom Bischof,MOC,6856,68,61,55,66,73,44,51
France,RB Leipzig,#6856 El Chadaille Bitshiabu,DC,6856,68,57,36,54,50,66,76
Brésil,Wolves,#6856 Pedro Lima,DD,6856,68,85,48,67,72,60,57
Congo,Parma,#6856 Gabriel Charpentier,BU,6856,68,53,69,48,66,28,69
Argentine,CD Leganés,#6856 Julián Chicco,MC,6856,68,53,56,64,65,67,73
Côte d'Ivoire,AJ Auxerre,#6856 Lasso Coulibaly,MD,6856,68,91,55,58,71,33,62
Allemagne,Holstein Kiel,#6856 Thomas Dähne,G,6856,68,71,65,67,72,47,63
Pologne,FC St. Pauli,#6856 Adam Dźwigała,DC,6856,68,73,44,53,56,66,75
Angleterre,Southampton,#6856 Ronnie Edwards,DC,6856,68,69,35,51,60,69,70
France,AS Saint-Étienne,#6856 Pierre Ekwah,MC,6856,68,61,65,64,66,62,72
Italie,Empoli,#6856 Jacopo Fazzini,MC,6856,68,68,66,67,70,59,62
Australie,Aston Villa,#6856 Joe Gauci,G,6856,68,71,65,60,72,30,64
Espagne,UD Las Palmas,#6856 Iván Gil,MC,6856,68,65,67,66,72,57,50
Espagne,Atlético Madrid,#6856 Antonio Gomis,G,6856,68,68,65,64,70,47,66
France,Havre AC,#6856 Mathieu Gorgelin,G,6856,68,66,65,68,67,47,67
France,Angers SCO,#6856 Florent Hanin,DG,6856,68,79,44,64,66,63,72
Islande,Lecce,#6856 Þórir Jóhann Helgason,MC,6856,68,67,64,67,68,54,64
Espagne,CA Osasuna,#6856 Herrando,DC,6856,68,54,31,49,46,70,62
Espagne,AFC Bournemouth,#6856 Dean Huijsen,DC,6856,68,64,46,60,63,69,65
Indonésie,Venezia,#6856 Jay Idzes,DC,6856,68,53,46,60,59,67,77
Serbie,Bologne,#6856 Mihajlo Ilić,DC,6856,68,45,42,51,53,68,69
Roumanie,OGC Nice,#6856 Rareș Ilie,MG,6856,68,78,62,65,71,41,65
Australie,FC Bayern München,#6856 Nestory Irankunda,MD,6856,68,94,70,61,70,43,73
Serbie,Holstein Kiel,#6856 Marko Ivezić,DC,6856,68,72,39,56,56,68,71
Portugal,Strasbourg,#6856 Diego Moreira,MG,6856,68,82,62,60,73,33,62
Pays de Galles,Stade Rennais FC,#6856 Jordan James,MC,6856,68,67,66,65,67,62,68
République tchèque,Liverpool,#6856 Vítězslav Jaroš,G,6856,68,70,68,68,68,39,66
France,Lecce,#6856 Gaby Jean,DC,6856,68,55,33,45,47,69,73
Suède,Holstein Kiel,#6856 Carl Johansson,DC,6856,68,52,27,44,49,68,73
France,Paris SG,#6856 Ayman Kari,MC,6856,68,70,53,66,73,59,65
Allemagne,Union Berlin,#6856 Aljoscha Kemlein,MC,6856,68,60,59,65,67,64,66
Allemagne,Holstein Kiel,#6856 Colin Kleine-Bekel,DC,6856,68,57,28,42,41,70,71
Norvège,Holstein Kiel,#6856 Magnus Knudsen,MC,6856,68,71,59,69,71,64,65
Allemagne,Holstein Kiel,#6856 Marco Komenda,DC,6856,68,68,39,55,60,67,72
Pologne,Borussia Dortmund,#6856 Marcel Lotka,G,6856,68,68,65,56,71,24,69
France,OGC Nice,#6856 Tom Louchet,AG,6856,68,69,63,66,71,62,61
Argentine,SV Werder Bremen,#6856 Julián Malatini,DC,6856,68,74,34,57,65,66,71
Espagne,Real Valladolid,#6856 Mario Martín,MC,6856,68,68,53,68,72,63,49
Maroc,AS Saint-Étienne,#6856 Aimen Moueffek,MC,6856,68,65,56,64,72,65,66
Angola,Udinese,#6856 Rui Modesto,MD,6856,68,85,61,61,66,55,63
RD Congo,LOSC Lille,#6856 Ngal'ayel Mukau,MDC,6856,68,64,40,57,65,68,65
Danemark,VfB Stuttgart,#6856 Nikolas Nartey,MC,6856,68,69,49,67,73,66,68
Sénégal,Angers SCO,#6856 Ibrahima Niane,BU,6856,68,78,66,55,67,19,61
Allemagne,Heidenheim,#6856 Julian Niehues,MDC,6856,68,59,54,59,64,67,77
France,Stade de Reims,#6856 Alexandre Olliero,G,6856,68,68,63,66,70,46,67
Cameroun,Francfort,#6856 Jérôme Onguéné,DC,6856,68,68,38,48,58,67,68
Espagne,Sevilla FC,#6856 Pedro Ortiz,MC,6856,68,59,57,61,65,59,68
Italie,Empoli,#6856 Pietro Pellegri,BU,6856,68,56,68,54,67,21,61
France,AJ Auxerre,#6856 Théo Pellenard,DC,6856,68,50,37,64,65,69,69
Argentine,Lecce,#6856 Santiago Pierotti,AD,6856,68,67,67,65,71,61,67
France,Lecce,#6856 Balthazar Pierret,MDC,6856,68,66,52,59,64,68,70
Allemagne,Holstein Kiel,#6856 Nicolai Remberg,MC,6856,68,69,53,63,68,62,76
Italie,Lombardia FC,#6856 Eddie Salcedo,BU,6856,68,78,66,60,75,39,55
Japon,1. FSV Mainz 05,#6856 Kaishū Sano,MC,6856,68,71,50,63,71,67,60
Suède,Hellas Vérone,#6856 Amin Sarr,BU,6856,68,85,65,58,68,25,67
Allemagne,Heidenheim,#6856 Stefan Schimmer,BU,6856,68,64,68,48,63,29,72
Allemagne,Holstein Kiel,#6856 Marvin Schulz,DC,6856,68,66,63,63,67,68,70
Luxembourg,FC St. Pauli,#6856 Danel Sinani,MD,6856,68,69,66,68,68,41,65
Allemagne,M'gladbach,#6856 Tobias Sippel,G,6856,68,67,65,74,67,47,66
Sénégal,Havre AC,#6856 Issa Soumaré,MG,6856,68,82,64,59,68,19,61
Belgique,AS Saint-Étienne,#6856 Lucas Stassin,BU,6856,68,69,72,63,68,34,57
Rép. d'Irlande,Ipswich Town,#6856 Jack Taylor,MDC,6856,68,72,65,64,67,64,71
Espagne,Real Sociedad,#6856 Turrientes,MC,6856,68,66,51,69,67,60,53
Turquie,RCD Espanyol,#6856 Naci Ünüvar,AG,6856,68,64,61,68,73,37,45
Islande,Brentford,#6856 Hakon Valdimarsson,G,6856,68,68,65,64,69,20,68
Espagne,Valencia CF,#6856 Valera,MD,6856,68,83,62,61,71,26,42
Colombie,Empoli,#6856 Devis Vásquez,G,6856,68,67,66,68,71,38,64
Croatie,1. FSV Mainz 05,#6856 Gabriel Vidović,AG,6856,68,67,67,61,74,26,53
Angleterre,Ipswich Town,#6856 Christian Walton,G,6856,68,69,68,64,69,35,66
Allemagne,Heidenheim,#6856 Paul Wanner,MOC,6856,68,69,55,66,73,44,49
États-Unis,Strasbourg,#6856 Caleb Wiley,DG,6856,68,76,52,63,72,62,63
Ukraine,Brentford,#6856 Yehor Yarmoliuk,MOC,6856,68,67,61,68,71,47,64
Zimbabwe,Udinese,#6856 Jordan Zemura,DG,6856,68,73,39,59,67,64,59
France,FC Nantes,#6856 Nathan Zézé,DC,6856,68,64,31,45,49,70,63
Danemark,FC St. Pauli,#7904 Andreas Albers,BU,7904,67,53,65,45,59,29,75
Andorre,Villarreal CF,#7904 Iker Álvarez,G,7904,67,67,66,67,68,38,68
Venezuela,Real Sociedad,#7904 Jon Mikel Aramburu,DD,7904,67,71,46,59,62,64,62
France,Francfort,#7904 Jean-Mattéo Bahoya,MG,7904,67,76,64,60,72,40,56
Italie,Empoli,#7904 Luca Belardinelli,MDC,7904,67,68,51,63,61,64,70
Allemagne,Fulham,#7904 Steven Benda,G,7904,67,67,65,61,70,37,66
Canada,OGC Nice,#7904 Moïse Bombito,DC,7904,67,91,47,57,62,66,70
Maroc,AS Saint-Étienne,#7904 Benjamin Bouchouari,MC,7904,67,64,54,67,71,52,55
Allemagne,FC St. Pauli,#7904 Sascha Burchert,G,7904,67,66,66,62,64,43,70
Écosse,SV Werder Bremen,#7904 Oliver Burke,MD,7904,67,87,63,61,62,37,73
France,Angers SCO,#7904 Ousmane Camara,DC,7904,67,37,47,57,57,65,77
Italie,Côme,#7904 Alberto Cerri,BU,7904,67,40,71,51,61,37,73
Belgique,Côme,#7904 Moutir Chajia,MG,7904,67,75,64,67,73,34,34
Allemagne,Heidenheim,#7904 Sirlord Conteh,BU,7904,67,93,63,54,70,37,63
Ukraine,SSC Napoli,#7904 Nikita Contini,G,7904,67,68,66,61,69,48,64
Slovénie,Venezia,#7904 Domen Črnigoj,MC,7904,67,72,61,68,69,54,69
Espagne,RCD Majorque,#7904 Iván Cuéllar,G,7904,67,65,67,64,67,47,66
Angleterre,AFC Bournemouth,#7904 Will Dennis,G,7904,67,70,65,63,69,33,66
France,OL,#7904 Mahamadou Diawara,MC,7904,67,67,55,65,67,61,69
Belgique,LOSC Lille,#7904 Matias Fernandez-Pardo,MOC,7904,67,75,64,64,70,39,53
Espagne,Valencia CF,#7904 Yarek,DC,7904,67,67,50,55,53,69,66
Bosnie-Herzégovine,Holstein Kiel,#7904 Armin Gigović,MC,7904,67,70,54,64,70,54,69
Paraguay,Latium,#7904 Diego González,AG,7904,67,64,68,64,71,51,41
Espagne,Chelsea,#7904 Marc Guiu,BU,7904,67,54,70,50,63,27,65
Pays-Bas,VfB Stuttgart,#7904 Ramon Hendriks,DC,7904,67,81,33,55,58,67,69
Allemagne,FC Augsburg,#7904 Yusuf Kabadayi,MD,7904,67,87,63,56,71,21,58
Allemagne,Union Berlin,#7904 Carl Klaus,G,7904,67,67,69,66,70,29,65
Grèce,Atlético Madrid,#7904 Ilias Kostis,DC,7904,67,60,22,44,50,66,71
Suisse,VfL Bochum 1848,#7904 Noah Loosli,DC,7904,67,64,44,47,55,66,75
Angleterre,Brentford,#7904 Paris Maghoma,MC,7904,67,66,61,65,70,60,68
